dataset,layer_type,structure,experiment,timestep,mean_nnrd,std_nnrd,median_nnrd,q25_nnrd,q75_nnrd,min_nnrd,max_nnrd,n_successful,individual_scores
synth-coupled,gin,False,synth-coupled_gin_structFalse,15,0.14445326318770366,0.010473531891462134,0.13768629029832102,0.13705629508245498,0.148466744848261,0.13642629986658897,0.15924719939820095,3,"[0.13642629986658897, 0.15924719939820095, 0.13768629029832102]"
synth-coupled,gin,False,synth-coupled_gin_structFalse,16,0.14802464082181696,0.00843111644784772,0.1422507390751118,0.14206391703021543,0.15109841374006588,0.14187709498531909,0.15994608840502,3,"[0.1422507390751118, 0.15994608840502, 0.14187709498531909]"
synth-coupled,gin,False,synth-coupled_gin_structFalse,17,0.13604234573835125,0.026602538614551623,0.1432140271341787,0.12184333194399993,0.15382720023061627,0.10047263675382119,0.16444037332705386,3,"[0.16444037332705386, 0.10047263675382119, 0.1432140271341787]"
synth-coupled,gin,False,synth-coupled_gin_structFalse,18,0.14908517951507413,0.007978306934477437,0.14776980948760512,0.14390395554187452,0.15360871847453922,0.14003810159614388,0.15944762746147334,3,"[0.14003810159614388, 0.14776980948760512, 0.15944762746147334]"
synth-coupled,gin,False,synth-coupled_gin_structFalse,19,0.14863356629810753,0.011639755230404955,0.14353822178334444,0.14058193644759043,0.1541375238912431,0.1376256511118364,0.16473682599914177,3,"[0.16473682599914177, 0.1376256511118364, 0.14353822178334444]"
synth-feature,gin,False,synth-feature_gin_structFalse,2,-0.34657359027997264,0.0,-0.34657359027997264,-0.34657359027997264,-0.34657359027997264,-0.34657359027997264,-0.34657359027997264,3,"[-0.34657359027997264, -0.34657359027997264, -0.34657359027997264]"
synth-feature,gin,False,synth-feature_gin_structFalse,3,-0.2750094329425037,0.0004731512466656425,-0.27492216041486395,-0.2752748846239972,-0.2747003449971903,-0.2756276088331304,-0.27447852957951663,3,"[-0.27492216041486395, -0.27447852957951663, -0.2756276088331304]"
synth-feature,gin,False,synth-feature_gin_structFalse,4,-0.253296512207854,0.0038182086667833677,-0.2507816577052947,-0.2547368990061827,-0.2505986981582456,-0.2586921403070707,-0.2504157386111965,3,"[-0.2586921403070707, -0.2504157386111965, -0.2507816577052947]"
synth-feature,gin,False,synth-feature_gin_structFalse,5,-0.23203305850587697,0.0018914596658612148,-0.23116080764455776,-0.23290996306489442,-0.23072002851619994,-0.23465911848523105,-0.2302792493878421,3,"[-0.23116080764455776, -0.2302792493878421, -0.23465911848523105]"
synth-feature,gin,False,synth-feature_gin_structFalse,6,-0.22448418496305886,0.00471390078684419,-0.22268778594381375,-0.2268149684731104,-0.2212552019433848,-0.230942151002407,-0.21982261794295585,3,"[-0.22268778594381375, -0.21982261794295585, -0.230942151002407]"
synth-feature,gin,False,synth-feature_gin_structFalse,7,-0.22459958324676002,0.001083339542055916,-0.22501926888980725,-0.2253425357727188,-0.22406647354232487,-0.22566580265563033,-0.22311367819484249,3,"[-0.22501926888980725, -0.22311367819484249, -0.22566580265563033]"
synth-feature,gin,False,synth-feature_gin_structFalse,8,-0.229472688029046,0.006102811226205957,-0.23025304728941978,-0.2333896636854375,-0.2259458920028414,-0.23652628008145526,-0.22163873671626302,3,"[-0.23025304728941978, -0.23652628008145526, -0.22163873671626302]"
synth-feature,gin,False,synth-feature_gin_structFalse,9,-0.2253186938078695,0.010978649279336321,-0.22518580469806793,-0.2320082474704862,-0.21856269559035202,-0.23883069024290451,-0.21193958648263614,3,"[-0.21193958648263614, -0.23883069024290451, -0.22518580469806793]"
synth-feature,gin,False,synth-feature_gin_structFalse,10,-0.21704876892923888,0.005444061456342836,-0.2148236709378554,-0.21968402274503887,-0.21330096611774718,-0.22454437455222234,-0.21177826129763896,3,"[-0.2148236709378554, -0.21177826129763896, -0.22454437455222234]"
synth-feature,gin,False,synth-feature_gin_structFalse,11,-0.21645882595079036,0.0030436058391701535,-0.21669495448389303,-0.21837887173549614,-0.2146568444326359,-0.22006278898709927,-0.2126187343813788,3,"[-0.2126187343813788, -0.21669495448389303, -0.22006278898709927]"
synth-feature,gin,False,synth-feature_gin_structFalse,12,-0.20850600492531723,0.004096881423584358,-0.206399505346449,-0.21031650704584437,-0.205642253015356,-0.21423350874523972,-0.20488500068426296,3,"[-0.20488500068426296, -0.21423350874523972, -0.206399505346449]"
synth-feature,gin,False,synth-feature_gin_structFalse,13,-0.21097950161904655,0.007803819639192554,-0.21529130332371102,-0.2164564768231126,-0.2076584272673127,-0.21762165032251418,-0.20002555121091442,3,"[-0.21762165032251418, -0.21529130332371102, -0.20002555121091442]"
synth-feature,gin,False,synth-feature_gin_structFalse,14,-0.20987596181583448,0.005324407073328063,-0.20755560405855417,-0.21239772347434416,-0.20619402127868466,-0.21723984289013418,-0.20483243849881516,3,"[-0.20483243849881516, -0.20755560405855417, -0.21723984289013418]"
synth-feature,gin,False,synth-feature_gin_structFalse,15,-0.20950507217241995,0.0028928540197919557,-0.20917998680168046,-0.21118970330411171,-0.20765789835535844,-0.21319941980654297,-0.20613580990903643,3,"[-0.21319941980654297, -0.20917998680168046, -0.20613580990903643]"
